ID, INTERES,MONTO,VENCIMIENTO_CUOTA,NUM_CUOTAS,VALOR_CUOTA,TIPO,CLIENTE,OFICINA
44,0.008192077647628688,7771468.870664781,TO_DATE('21/10/2015','dd/mm/yyyy'),38,204512.33870170475,3,1683,2
45,0.014076733845073311,268648.1308065108,TO_DATE('21/10/2015','dd/mm/yyyy'),13,20665.24083127006,1,1683,2
46,0.008591310820811484,2915995.8069487903,TO_DATE('21/10/2015','dd/mm/yyyy'),11,265090.52790443547,3,1684,2
47,0.01371779189183928,38930361.88861203,TO_DATE('21/10/2015','dd/mm/yyyy'),41,949521.0216734642,2,1686,2
48,0.0070400575106549165,48154827.7963289,TO_DATE('21/10/2015','dd/mm/yyyy'),13,3704217.5227945307,2,1686,2
49,0.01341990426285119,23379299.24611261,TO_DATE('21/10/2015','dd/mm/yyyy'),2,11689649.623056306,2,1689,2
50,0.011773327743007087,842458.7482306744,TO_DATE('21/10/2015','dd/mm/yyyy'),37,22769.155357585794,4,1691,2
51,0.00727381468851421,23340645.153254874,TO_DATE('21/10/2015','dd/mm/yyyy'),22,1060938.4160570398,2,1691,2
52,0.013149762199850114,69788134.77097493,TO_DATE('21/10/2015','dd/mm/yyyy'),26,2684159.029652882,2,1693,3
53,0.013798274234441861,1372559.3021615157,TO_DATE('21/10/2015','dd/mm/yyyy'),9,152506.5891290573,1,1693,3
54,0.013154237201446206,5938489.102683153,TO_DATE('21/10/2015','dd/mm/yyyy'),8,742311.1378353941,1,1694,3
55,0.01405719849874994,18526820.16815417,TO_DATE('21/10/2015','dd/mm/yyyy'),22,842128.1894615531,3,1694,3
56,0.013671317693990366,3311413.849216427,TO_DATE('21/10/2015','dd/mm/yyyy'),29,114186.68445573887,4,1694,3
57,0.012211730926203153,46676791.531259775,TO_DATE('21/10/2015','dd/mm/yyyy'),32,1458649.735351868,3,1696,3
58,0.007629911587970145,52948430.75148057,TO_DATE('21/10/2015','dd/mm/yyyy'),41,1291425.140280014,2,1696,3
59,0.010300312053988812,16397673.501689527,TO_DATE('21/10/2015','dd/mm/yyyy'),24,683236.3959037303,1,1696,3
60,0.009696549049486736,152743.08883097715,TO_DATE('21/10/2015','dd/mm/yyyy'),40,3818.577220774429,3,1701,3
61,0.012192123073220111,22693682.02627805,TO_DATE('21/10/2015','dd/mm/yyyy'),30,756456.0675426016,4,1701,3
62,0.002957978664314086,22560722.181276247,TO_DATE('21/10/2015','dd/mm/yyyy'),4,5640180.545319062,1,1701,3
63,0.010319641874287465,503417.9509786343,TO_DATE('21/10/2015','dd/mm/yyyy'),34,14806.410322901009,3,1702,3
64,0.013443741267736538,19790164.942644294,TO_DATE('21/10/2015','dd/mm/yyyy'),6,3298360.823774049,1,1702,3
65,0.0027723632408822173,79869894.01356807,TO_DATE('21/10/2015','dd/mm/yyyy'),27,2958144.2227247437,3,1704,3
66,0.0020710606497647216,2903688.2887840364,TO_DATE('21/10/2015','dd/mm/yyyy'),15,193579.2192522691,5,1704,3
67,0.006111234577046682,1166561.3905586945,TO_DATE('21/10/2015','dd/mm/yyyy'),40,29164.034763967364,3,1704,3
68,0.012403924325031315,17829775.20015467,TO_DATE('21/10/2015','dd/mm/yyyy'),29,614819.8344880921,4,1706,3
69,0.009937937282478097,3222398.826996666,TO_DATE('21/10/2015','dd/mm/yyyy'),12,268533.2355830555,3,1706,3
70,0.012395047684614172,2702313.840094573,TO_DATE('21/10/2015','dd/mm/yyyy'),2,1351156.9200472864,1,1707,3
71,0.007230998606579387,36030123.0360288,TO_DATE('21/10/2015','dd/mm/yyyy'),46,783263.5442614957,4,1708,3
72,0.008292536252224843,13445114.897845166,TO_DATE('21/10/2015','dd/mm/yyyy'),16,840319.6811153229,1,1708,3
73,0.0100368051255908,3608089.0474597123,TO_DATE('21/10/2015','dd/mm/yyyy'),30,120269.63491532374,4,1709,3
74,0.01316008208688884,22553637.89480113,TO_DATE('21/10/2015','dd/mm/yyyy'),39,578298.4075590033,4,1711,3
75,0.010202586386268704,25653554.976402145,TO_DATE('21/10/2015','dd/mm/yyyy'),4,6413388.744100536,5,1711,3
76,0.012504405487054709,8299231.302786991,TO_DATE('21/10/2015','dd/mm/yyyy'),10,829923.1302786991,1,1711,3
77,0.008411779436196481,3377161.6223085755,TO_DATE('21/10/2015','dd/mm/yyyy'),10,337716.16223085753,3,1712,3
78,0.005707853912227991,4081317.3202842325,TO_DATE('21/10/2015','dd/mm/yyyy'),30,136043.9106761411,2,1712,3
79,0.007394167516021864,3120033.179750433,TO_DATE('21/10/2015','dd/mm/yyyy'),22,141819.68998865606,5,1712,3
80,0.005994650843586615,4827329.160132034,TO_DATE('21/10/2015','dd/mm/yyyy'),24,201138.7150055014,4,1713,4
81,0.011081204486382666,8157004.2249662,TO_DATE('21/10/2015','dd/mm/yyyy'),38,214658.00592016315,3,1715,4
82,0.013174262721486335,6170923.479108859,TO_DATE('21/10/2015','dd/mm/yyyy'),12,514243.62325907155,3,1715,4
83,0.005260900635500408,54880563.04066727,TO_DATE('21/10/2015','dd/mm/yyyy'),41,1338550.3180650554,4,1715,4
84,0.012941131933594325,4129438.0550309136,TO_DATE('21/10/2015','dd/mm/yyyy'),22,187701.72977413243,2,1716,4
85,0.006775339467150074,27381338.419981256,TO_DATE('21/10/2015','dd/mm/yyyy'),45,608474.1871106946,2,1716,4
86,0.011830684110602006,804753.9390348021,TO_DATE('21/10/2015','dd/mm/yyyy'),44,18289.862250790957,5,1717,4
87,0.012276921381867364,12632778.478832573,TO_DATE('21/10/2015','dd/mm/yyyy'),45,280728.4106407238,2,1718,4
88,0.0009374805063672918,17413620.017178837,TO_DATE('21/10/2015','dd/mm/yyyy'),34,512165.29462290695,1,1718,4
89,0.005339404084172047,28902226.663115114,TO_DATE('21/10/2015','dd/mm/yyyy'),30,963407.5554371704,5,1719,4
90,0.00817549195587573,3763516.1374330674,TO_DATE('21/10/2015','dd/mm/yyyy'),29,129776.41853217474,4,1719,4
91,0.011078923944974273,6876053.8241253095,TO_DATE('21/10/2015','dd/mm/yyyy'),42,163715.5672410788,4,1720,4
92,0.0071450868586666605,12540616.371472176,TO_DATE('21/10/2015','dd/mm/yyyy'),19,660032.4406037987,2,1720,4
93,0.002629489290927108,490882.5925478195,TO_DATE('21/10/2015','dd/mm/yyyy'),40,12272.064813695488,4,1721,4
94,0.011590694015031704,1921578.8471267116,TO_DATE('21/10/2015','dd/mm/yyyy'),47,40884.65632184493,5,1721,4
95,0.0046335702494758905,2515845.1819386054,TO_DATE('21/10/2015','dd/mm/yyyy'),39,64508.8508189386,4,1722,4
96,0.004435502924201668,12342801.219913265,TO_DATE('21/10/2015','dd/mm/yyyy'),45,274284.4715536281,4,1723,4
97,0.01106609962979011,68187743.59698309,TO_DATE('21/10/2015','dd/mm/yyyy'),38,1794414.3051837655,1,1723,4
98,0.011768071934286858,34203033.19305499,TO_DATE('21/10/2015','dd/mm/yyyy'),30,1140101.1064351662,2,1723,4
99,0.01010461240567521,3959931.855200432,TO_DATE('21/10/2015','dd/mm/yyyy'),24,164997.16063335133,1,1724,4
100,0.005404144532904406,1039277.8730710752,TO_DATE('21/10/2015','dd/mm/yyyy'),41,25348.24080661159,1,1726,4
101,0.01119799708687109,10778953.013945224,TO_DATE('21/10/2015','dd/mm/yyyy'),11,979904.8194495658,4,1726,4
102,0.012446577494546173,1936509.7046000322,TO_DATE('21/10/2015','dd/mm/yyyy'),48,40343.95217916734,4,1727,4
103,0.01314690300146375,60833246.328106046,TO_DATE('21/10/2015','dd/mm/yyyy'),11,5530295.120736913,5,1727,4
104,0.012287250413074163,3481480.5259096827,TO_DATE('21/10/2015','dd/mm/yyyy'),42,82892.39347404006,3,1728,4
105,0.010082005341669174,21438831.29823784,TO_DATE('21/10/2015','dd/mm/yyyy'),13,1649140.8690952186,2,1729,4
106,0.006581628039771581,4612620.178299766,TO_DATE('21/10/2015','dd/mm/yyyy'),19,242769.48306840874,3,1729,4
107,0.012420604330739249,17069.282125827507,TO_DATE('21/10/2015','dd/mm/yyyy'),19,898.3832697803952,5,1730,4
108,0.01399030414090339,17422120.872389216,TO_DATE('21/10/2015','dd/mm/yyyy'),24,725921.7030162173,4,1731,4
109,0.013870365004880675,4920683.023383448,TO_DATE('21/10/2015','dd/mm/yyyy'),3,1640227.6744611494,2,1731,4
110,0.011425758015524447,48127691.491000935,TO_DATE('21/10/2015','dd/mm/yyyy'),17,2831040.6759412317,1,1731,4
111,0.01357852303943716,42044603.51780554,TO_DATE('21/10/2015','dd/mm/yyyy'),2,21022301.75890277,2,1733,5
112,0.012932357735903175,52704221.45291402,TO_DATE('21/10/2015','dd/mm/yyyy'),8,6588027.681614253,5,1733,5
113,0.013998578548975195,1902217.702229701,TO_DATE('21/10/2015','dd/mm/yyyy'),29,65593.71386998969,2,1734,5
114,0.0131752539161077,3490910.9119559946,TO_DATE('21/10/2015','dd/mm/yyyy'),12,290909.24266299955,5,1735,5
115,0.007791144044386637,165098.02867935516,TO_DATE('21/10/2015','dd/mm/yyyy'),47,3512.7240144543653,5,1735,5
116,0.013239031158312896,20146565.265760798,TO_DATE('21/10/2015','dd/mm/yyyy'),39,516578.59655796917,2,1737,5
117,0.005213733589472603,1429733.2352800283,TO_DATE('21/10/2015','dd/mm/yyyy'),2,714866.6176400142,2,1737,5
118,0.014121783564841133,29220937.093274005,TO_DATE('21/10/2015','dd/mm/yyyy'),12,2435078.091106167,4,1739,5
119,0.010473130678028804,3572639.8583177356,TO_DATE('21/10/2015','dd/mm/yyyy'),6,595439.9763862892,3,1739,5
120,0.01367729744226451,1861167.2116834966,TO_DATE('21/10/2015','dd/mm/yyyy'),33,56399.00641465141,2,1739,5
121,0.006777324523629758,811770.8847996648,TO_DATE('21/10/2015','dd/mm/yyyy'),29,27992.09947585051,1,1740,5
122,0.0053644663120286755,1832208.6948395143,TO_DATE('21/10/2015','dd/mm/yyyy'),12,152684.05790329285,2,1740,5
123,0.009424631117277957,66510043.76216114,TO_DATE('21/10/2015','dd/mm/yyyy'),45,1478000.97249247,3,1740,5
124,0.006535120993806289,60604972.96344251,TO_DATE('21/10/2015','dd/mm/yyyy'),6,10100828.827240419,5,1741,5
125,0.013478787123517258,29967103.19552629,TO_DATE('21/10/2015','dd/mm/yyyy'),48,624314.6499067977,2,1745,5
126,0.010893934296501664,47795869.455034554,TO_DATE('21/10/2015','dd/mm/yyyy'),38,1257786.038290383,2,1746,5
127,0.006970507784878632,40098471.23000106,TO_DATE('21/10/2015','dd/mm/yyyy'),43,932522.5867442108,4,1746,5
128,0.011823050951936817,788188.0166891654,TO_DATE('21/10/2015','dd/mm/yyyy'),9,87576.44629879616,4,1747,5
129,0.0018331113453218051,6304843.022756299,TO_DATE('21/10/2015','dd/mm/yyyy'),6,1050807.1704593832,4,1747,5
130,0.0034591328755092603,36987411.28107167,TO_DATE('21/10/2015','dd/mm/yyyy'),28,1320978.9743239882,1,1748,5
131,0.008652847351961571,4780835.480533047,TO_DATE('21/10/2015','dd/mm/yyyy'),41,116605.74342763529,1,1748,5
132,0.002308728518258741,25346502.36000289,TO_DATE('21/10/2015','dd/mm/yyyy'),27,938759.3466667737,3,1748,5
133,0.013262787377521835,25173440.78990125,TO_DATE('21/10/2015','dd/mm/yyyy'),1,25173440.78990125,3,1749,5
134,0.010673273205501902,12269944.730991349,TO_DATE('21/10/2015','dd/mm/yyyy'),15,817996.3153994232,2,1749,5
135,0.0055803061129909605,5840049.177580364,TO_DATE('21/10/2015','dd/mm/yyyy'),19,307371.00934633496,2,1749,5
136,0.008402460886701171,1283065.134808288,TO_DATE('21/10/2015','dd/mm/yyyy'),43,29838.724065309023,4,1750,5
137,0.0067022787533902875,18512428.707980644,TO_DATE('21/10/2015','dd/mm/yyyy'),1,18512428.707980644,4,1750,5
138,0.012789388201611357,666148.84715496,TO_DATE('21/10/2015','dd/mm/yyyy'),6,111024.80785916,5,1751,5
139,0.012591320486090197,11680918.68211225,TO_DATE('21/10/2015','dd/mm/yyyy'),21,556234.2229577262,5,1752,5
140,0.0035094295590840643,29145982.656624056,TO_DATE('21/10/2015','dd/mm/yyyy'),40,728649.5664156014,1,1752,5
141,0.010525109802913126,1147032.570760385,TO_DATE('21/10/2015','dd/mm/yyyy'),47,24404.948314050744,4,1754,6
142,0.0036182401770562716,51952.72257466684,TO_DATE('21/10/2015','dd/mm/yyyy'),32,1623.5225804583388,2,1754,6
143,0.006665089416490643,2920148.5985410763,TO_DATE('21/10/2015','dd/mm/yyyy'),26,112313.40763619525,5,1754,6
144,0.007913802766880097,47478250.521158695,TO_DATE('21/10/2015','dd/mm/yyyy'),19,2498855.2905873,2,1755,6
145,0.008496263015837478,268185.25022303505,TO_DATE('21/10/2015','dd/mm/yyyy'),7,38312.17860329072,3,1755,6
146,0.011514786356595766,1302371.6927461405,TO_DATE('21/10/2015','dd/mm/yyyy'),23,56624.856206353936,3,1755,6
147,0.010178095419810875,36063333.42725344,TO_DATE('21/10/2015','dd/mm/yyyy'),4,9015833.35681336,3,1756,6
148,0.013733634885908499,159862.2460690362,TO_DATE('21/10/2015','dd/mm/yyyy'),25,6394.489842761448,5,1756,6
149,0.006712224059770614,48455580.488692164,TO_DATE('21/10/2015','dd/mm/yyyy'),10,4845558.048869217,4,1756,6
150,0.011385191311522736,1153468.1613106937,TO_DATE('21/10/2015','dd/mm/yyyy'),33,34953.580645778595,4,1757,6
151,0.014054024694206819,11452470.878027612,TO_DATE('21/10/2015','dd/mm/yyyy'),37,309526.23994669225,2,1758,6
152,0.011859130044636033,19170584.898804523,TO_DATE('21/10/2015','dd/mm/yyyy'),24,798774.3707835218,4,1758,6
153,0.002067446054807698,29063683.690348722,TO_DATE('21/10/2015','dd/mm/yyyy'),16,1816480.2306467951,1,1758,6
154,0.01301852699008472,3997089.6091315155,TO_DATE('21/10/2015','dd/mm/yyyy'),26,153734.2157358275,4,1759,6
155,0.004248611294663631,883313.4328838501,TO_DATE('21/10/2015','dd/mm/yyyy'),15,58887.56219225667,1,1759,6
156,0.009301843332361493,16920093.014165062,TO_DATE('21/10/2015','dd/mm/yyyy'),19,890531.2112718454,5,1759,6
157,0.0037883939780525015,8903870.55971628,TO_DATE('21/10/2015','dd/mm/yyyy'),46,193562.40347209305,2,1760,6
158,0.013928105019524533,91895.2127511871,TO_DATE('21/10/2015','dd/mm/yyyy'),23,3995.4440326603085,2,1761,6
159,0.01277148325533819,2678475.462237422,TO_DATE('21/10/2015','dd/mm/yyyy'),2,1339237.731118711,1,1761,6
160,0.007757784560230993,49649420.94637535,TO_DATE('21/10/2015','dd/mm/yyyy'),3,16549806.982125117,5,1762,6
161,0.008922507860992105,3467617.4028203916,TO_DATE('21/10/2015','dd/mm/yyyy'),7,495373.91468862735,1,1763,6
162,0.005954638532155154,10060467.355562042,TO_DATE('21/10/2015','dd/mm/yyyy'),27,372609.9020578534,1,1764,6
163,0.012947634738591271,1017816.5566037612,TO_DATE('21/10/2015','dd/mm/yyyy'),39,26097.860425737465,2,1765,6
164,0.01133497889353108,65203360.858797885,TO_DATE('21/10/2015','dd/mm/yyyy'),11,5927578.2598907165,2,1765,6
165,0.0017369072444691786,52364471.195757136,TO_DATE('21/10/2015','dd/mm/yyyy'),3,17454823.731919046,3,1765,6
166,0.010811242826868,10312928.247884255,TO_DATE('21/10/2015','dd/mm/yyyy'),42,245545.91066391082,4,1766,6
167,0.011259708533622372,18632658.15102355,TO_DATE('21/10/2015','dd/mm/yyyy'),40,465816.4537755888,2,1766,6
168,0.01134986120631632,2171763.864329515,TO_DATE('21/10/2015','dd/mm/yyyy'),34,63875.4077743975,5,1766,6
169,0.003655024529537503,6893865.782083369,TO_DATE('21/10/2015','dd/mm/yyyy'),25,275754.63128333475,4,1767,6
170,0.009840909842493311,375965.8593555719,TO_DATE('21/10/2015','dd/mm/yyyy'),34,11057.81939281094,1,1767,6
171,0.0026044531440333712,72167775.60353245,TO_DATE('21/10/2015','dd/mm/yyyy'),39,1850455.7847059602,4,1767,6
172,0.013916189200030049,16422953.865923708,TO_DATE('21/10/2015','dd/mm/yyyy'),36,456193.16294232523,3,1768,6
173,0.011943248534119152,37622582.06724646,TO_DATE('21/10/2015','dd/mm/yyyy'),11,3420234.7333860416,2,1768,6
174,0.007602108097948567,21555083.33929734,TO_DATE('21/10/2015','dd/mm/yyyy'),30,718502.777976578,2,1768,6
175,0.011099439599601602,51266192.17005593,TO_DATE('21/10/2015','dd/mm/yyyy'),18,2848121.78722533,4,1770,6
176,0.0065508953524834644,8402908.582371024,TO_DATE('21/10/2015','dd/mm/yyyy'),36,233414.127288084,1,1770,6
177,0.006939174141103055,5903714.902203923,TO_DATE('21/10/2015','dd/mm/yyyy'),5,1180742.9804407847,3,1771,6
178,0.00788855573087097,52524073.89092852,TO_DATE('21/10/2015','dd/mm/yyyy'),11,4774915.808266229,5,1772,6
179,0.008815910066315448,69524134.82416812,TO_DATE('21/10/2015','dd/mm/yyyy'),5,13904826.964833623,5,1772,6
180,0.01186264445817937,1150131.7776966048,TO_DATE('21/10/2015','dd/mm/yyyy'),31,37101.025086987254,1,1773,7
181,0.011368534675692842,1162687.9664479815,TO_DATE('21/10/2015','dd/mm/yyyy'),42,27683.046820190037,2,1773,7
182,0.002258868728635003,483273.876056656,TO_DATE('21/10/2015','dd/mm/yyyy'),38,12717.733580438316,1,1773,7
183,0.008675643929715534,24504494.665724754,TO_DATE('21/10/2015','dd/mm/yyyy'),13,1884961.1281326734,5,1774,7
184,0.007687730699501578,21559361.115149207,TO_DATE('21/10/2015','dd/mm/yyyy'),40,538984.0278787302,2,1774,7
185,0.011810418020342758,19214013.659422915,TO_DATE('21/10/2015','dd/mm/yyyy'),23,835391.8982357789,1,1774,7
186,0.008335509497114622,29031696.99127958,TO_DATE('21/10/2015','dd/mm/yyyy'),11,2639245.181025416,1,1775,7
187,0.006736712094713279,14274007.545563754,TO_DATE('21/10/2015','dd/mm/yyyy'),20,713700.3772781877,4,1775,7
188,0.006294059864096467,36786628.52043012,TO_DATE('21/10/2015','dd/mm/yyyy'),44,836059.7391006845,3,1775,7
189,0.00740986161617519,8638523.65824035,TO_DATE('21/10/2015','dd/mm/yyyy'),22,392660.16628365224,5,1776,7
190,0.004037381843815668,1091799.7286919742,TO_DATE('21/10/2015','dd/mm/yyyy'),38,28731.571807683533,2,1777,7
191,0.008158217444058589,168894.8852930753,TO_DATE('21/10/2015','dd/mm/yyyy'),44,3838.5201202971657,1,1778,7
192,0.007006055651820847,723402.8420725038,TO_DATE('21/10/2015','dd/mm/yyyy'),15,48226.85613816692,2,1781,7
193,0.011312648242741547,5196610.262981083,TO_DATE('21/10/2015','dd/mm/yyyy'),32,162394.07071815885,2,1782,7
194,0.010756287392501323,5726141.996584447,TO_DATE('21/10/2015','dd/mm/yyyy'),22,260279.18166292942,4,1783,7
195,0.008553460212985326,2954188.683617763,TO_DATE('21/10/2015','dd/mm/yyyy'),33,89520.86920053828,3,1783,7
196,0.01241703481138581,1348440.6621971247,TO_DATE('21/10/2015','dd/mm/yyyy'),23,58627.854878135855,3,1783,7
197,0.007278575801178205,22548420.078291804,TO_DATE('21/10/2015','dd/mm/yyyy'),17,1326377.6516642238,1,1785,7
198,0.006311109967964916,26720383.822676186,TO_DATE('21/10/2015','dd/mm/yyyy'),17,1571787.2836868344,2,1786,7
199,0.012593994821795525,23701701.71000124,TO_DATE('21/10/2015','dd/mm/yyyy'),25,948068.0684000497,2,1786,7
200,0.007427468233752357,7783024.727093892,TO_DATE('21/10/2015','dd/mm/yyyy'),37,210352.01965118627,4,1788,7
201,0.0029139909243144765,29247961.361789793,TO_DATE('21/10/2015','dd/mm/yyyy'),11,2658905.5783445267,4,1789,7
202,0.0017561272989283514,3832821.2395740505,TO_DATE('21/10/2015','dd/mm/yyyy'),5,766564.2479148101,4,1790,7
203,0.008596358682645222,2691594.3232947867,TO_DATE('21/10/2015','dd/mm/yyyy'),29,92813.59735499264,4,1790,7
204,0.00900253675703468,15242991.804724108,TO_DATE('21/10/2015','dd/mm/yyyy'),26,586268.9155663119,5,1792,7
205,0.006711106234234305,11045617.648767322,TO_DATE('21/10/2015','dd/mm/yyyy'),43,256874.82904110051,4,1795,8
206,0.007555193812516894,10672911.400231764,TO_DATE('21/10/2015','dd/mm/yyyy'),17,627818.317660692,4,1795,8
207,0.004779736989302342,62831766.876010776,TO_DATE('21/10/2015','dd/mm/yyyy'),45,1396261.4861335729,2,1795,8
208,0.0022735729664354306,14957235.115553845,TO_DATE('21/10/2015','dd/mm/yyyy'),22,679874.3234342657,2,1796,8
209,0.0045409939190037395,8246683.5021481365,TO_DATE('21/10/2015','dd/mm/yyyy'),44,187424.6250488213,5,1796,8
210,0.003650530807489673,23819400.35734467,TO_DATE('21/10/2015','dd/mm/yyyy'),24,992475.0148893612,4,1796,8
211,0.012239184793475568,1269991.0168151134,TO_DATE('21/10/2015','dd/mm/yyyy'),35,36285.45762328895,3,1797,8
212,0.011446047882098504,62669701.61359019,TO_DATE('21/10/2015','dd/mm/yyyy'),11,5697245.601235472,4,1797,8
213,0.007960403399737949,775227.7877981872,TO_DATE('21/10/2015','dd/mm/yyyy'),1,775227.7877981872,3,1797,8
214,0.005675581914078718,5930874.115405544,TO_DATE('21/10/2015','dd/mm/yyyy'),46,128932.04598707704,5,1798,8
215,0.012054558991691625,21181355.103353485,TO_DATE('21/10/2015','dd/mm/yyyy'),15,1412090.3402235657,5,1800,8
216,0.009934283263806364,14275809.223371062,TO_DATE('21/10/2015','dd/mm/yyyy'),25,571032.3689348425,3,1800,8
217,0.011070873886498413,3704588.439701199,TO_DATE('21/10/2015','dd/mm/yyyy'),18,205810.46887228882,3,1800,8
218,0.00656791409722278,62532108.21663287,TO_DATE('21/10/2015','dd/mm/yyyy'),3,20844036.072210956,5,1801,8
219,0.013056000215200083,710308.0135394195,TO_DATE('21/10/2015','dd/mm/yyyy'),42,16912.09556046237,2,1801,8
220,0.008101373258249169,66079903.059911534,TO_DATE('21/10/2015','dd/mm/yyyy'),23,2873039.2634744146,2,1801,8
221,0.01063341069949725,253900.07974628173,TO_DATE('21/10/2015','dd/mm/yyyy'),14,18135.719981877268,2,1802,8
222,0.011153360539114383,669222.9748645956,TO_DATE('21/10/2015','dd/mm/yyyy'),26,25739.34518709983,1,1802,8
